city_id,city_name,dates,wind_gust,wind_speed,wind_direction
112,Bremen,1/29/2023,45.4,33.1,230.6
112,Bremen,1/30/2023,73.4,46.7,273.8
112,Bremen,1/31/2023,56.5,43.8,258.8
112,Bremen,2/1/2023,63.7,52.4,267.6
112,Bremen,2/2/2023,48.2,35.9,264.7
112,Bremen,2/3/2023,70.2,47.8,281.2
112,Bremen,2/4/2023,47.5,26.6,64.7
112,Bremen,2/5/2023,21.6,14.4,99.8
112,Bremen,2/6/2023,25.6,15.4,351.8
112,Bremen,2/7/2023,16.2,12.9,129.8
112,Bremen,2/8/2023,20.9,17.2,127.4
112,Bremen,2/9/2023,31.7,22.3,216.5
112,Bremen,2/10/2023,38.2,28,234.4
112,Bremen,2/11/2023,45,27,260.8
112,Bremen,2/12/2023,23,17.6,262.6
112,Bremen,2/13/2023,10.4,9,77.1
112,Bremen,2/14/2023,15.1,10.4,121.8
112,Bremen,2/15/2023,16.6,10.8,155.3
112,Bremen,2/16/2023,29.2,20.9,207.7
112,Bremen,2/17/2023,65.9,48.5,251.1
112,Bremen,2/18/2023,59.4,42.4,261.7
112,Bremen,2/19/2023,24.8,15.8,297.5
112,Bremen,2/20/2023,68,40,250.4
112,Bremen,2/21/2023,46.4,34.5,262.7
112,Bremen,2/22/2023,27.7,15.5,133.1
112,Bremen,2/23/2023,32.8,22.6,290.3
112,Bremen,2/24/2023,54.4,33.4,263.5
112,Bremen,2/25/2023,47.2,35.6,336.9
112,Bremen,2/26/2023,34.2,26.2,13.3
112,Bremen,2/27/2023,23,16.5,25
112,Bremen,2/28/2023,11.5,13.3,107.4
